# XXZ model at half-filling
# L=28, J=1, Delta=0.40
# Integrated conductivity, I_s(omega) via MCLM
# omega/Delta I_s(omega)

5.25 0.12201
5.25125 0.12201
5.2525 0.122011
5.25375 0.122011
5.255 0.122011
5.25625 0.122011
5.2575 0.122011
5.25875 0.122011
5.26 0.122012
5.26125 0.122012
5.2625 0.122012
5.26375 0.122012
5.265 0.122012
5.26625 0.122012
5.2675 0.122012
5.26875 0.122013
5.27 0.122013
5.27125 0.122013
5.2725 0.122013
5.27375 0.122013
5.275 0.122013
5.27625 0.122014
5.2775 0.122014
5.27875 0.122014
5.28 0.122014
5.28125 0.122014
5.2825 0.122014
5.28375 0.122014
5.285 0.122015
5.28625 0.122015
5.2875 0.122015
5.28875 0.122015
5.29 0.122015
5.29125 0.122015
5.2925 0.122016
5.29375 0.122016
5.295 0.122016
5.29625 0.122016
5.2975 0.122016
5.29875 0.122016
5.3 0.122016
5.30125 0.122017
5.3025 0.122017
5.30375 0.122017
5.305 0.122017
5.30625 0.122017
5.3075 0.122017
5.30875 0.122017
5.31 0.122018
5.31125 0.122018
5.3125 0.122018
5.31375 0.122018
5.315 0.122018
5.31625 0.122018
5.3175 0.122018
5.31875 0.122019
5.32 0.122019
5.32125 0.122019
5.3225 0.122019
5.32375 0.122019
5.325 0.122019
5.32625 0.122019
5.3275 0.12202
5.32875 0.12202
5.33 0.12202
5.33125 0.12202
5.3325 0.12202
5.33375 0.12202
5.335 0.122021
5.33625 0.122021
5.3375 0.122021
5.33875 0.122021
5.34 0.122021
5.34125 0.122021
5.3425 0.122021
5.34375 0.122022
5.345 0.122022
5.34625 0.122022
5.3475 0.122022
5.34875 0.122022
5.35 0.122022
5.35125 0.122022
5.3525 0.122023
5.35375 0.122023
5.355 0.122023
5.35625 0.122023
5.3575 0.122023
5.35875 0.122023
5.36 0.122023
5.36125 0.122024
5.3625 0.122024
5.36375 0.122024
5.365 0.122024
5.36625 0.122024
5.3675 0.122024
5.36875 0.122024
5.37 0.122025
5.37125 0.122025
5.3725 0.122026
5.37375 0.122026
5.375 0.122026
5.37625 0.122026
5.3775 0.122026
5.37875 0.122027
5.38 0.122027
5.38125 0.122027
5.3825 0.122027
5.38375 0.122027
5.385 0.122027
5.38625 0.122027
5.3875 0.122027
5.38875 0.122028
5.39 0.122028
5.39125 0.122028
5.3925 0.122028
5.39375 0.122028
5.395 0.122028
5.39625 0.122028
5.3975 0.122029
5.39875 0.122029
5.4 0.122029
5.40125 0.122029
5.4025 0.122029
5.40375 0.122029
5.405 0.122029
5.40625 0.12203
5.4075 0.12203
5.40875 0.12203
5.41 0.12203
5.41125 0.12203
5.4125 0.12203
5.41375 0.12203
5.415 0.12203
5.41625 0.122031
5.4175 0.122031
5.41875 0.122031
5.42 0.122031
5.42125 0.122031
5.4225 0.122031
5.42375 0.122031
5.425 0.122031
5.42625 0.122032
5.4275 0.122032
5.42875 0.122032
5.43 0.122032
5.43125 0.122032
5.4325 0.122032
5.43375 0.122032
5.435 0.122033
5.43625 0.122033
5.4375 0.122033
5.43875 0.122033
5.44 0.122033
5.44125 0.122033
5.4425 0.122033
5.44375 0.122033
5.445 0.122034
5.44625 0.122034
5.4475 0.122034
5.44875 0.122034
5.45 0.122034
5.45125 0.122034
5.4525 0.122034
5.45375 0.122034
5.455 0.122035
5.45625 0.122035
5.4575 0.122035
5.45875 0.122035
5.46 0.122035
5.46125 0.122035
5.4625 0.122035
5.46375 0.122035
5.465 0.122036
5.46625 0.122036
5.4675 0.122036
5.46875 0.122036
5.47 0.122036
5.47125 0.122036
5.4725 0.122036
5.47375 0.122036
5.475 0.122037
5.47625 0.122037
5.4775 0.122037
5.47875 0.122037
5.48 0.122037
5.48125 0.122037
5.4825 0.122037
5.48375 0.122037
5.485 0.122038
5.48625 0.122038
5.4875 0.122038
5.48875 0.122038
5.49 0.122038
5.49125 0.122038
5.4925 0.122038
5.49375 0.122038
5.495 0.122039
5.49625 0.122039
5.4975 0.122039
5.49875 0.122039
5.5 0.122039
5.50125 0.122039
5.5025 0.122039
5.50375 0.122039
5.505 0.12204
5.50625 0.12204
5.5075 0.12204
5.50875 0.12204
5.51 0.12204
5.51125 0.12204
5.5125 0.12204
5.51375 0.12204
5.515 0.122041
5.51625 0.122041
5.5175 0.122041
5.51875 0.122041
5.52 0.122041
5.52125 0.122041
5.5225 0.122041
5.52375 0.122042
5.525 0.122042
5.52625 0.122042
5.5275 0.122042
5.52875 0.122042
5.53 0.122042
5.53125 0.122042
5.5325 0.122042
5.53375 0.122043
5.535 0.122043
5.53625 0.122043
5.5375 0.122043
5.53875 0.122043
5.54 0.122043
5.54125 0.122043
5.5425 0.122043
5.54375 0.122043
5.545 0.122044
5.54625 0.122044
5.5475 0.122044
5.54875 0.122044
5.55 0.122044
5.55125 0.122044
5.5525 0.122044
5.55375 0.122044
5.555 0.122045
5.55625 0.122045
5.5575 0.122045
5.55875 0.122045
5.56 0.122045
5.56125 0.122045
5.5625 0.122045
5.56375 0.122045
5.565 0.122046
5.56625 0.122046
5.5675 0.122046
5.56875 0.122046
5.57 0.122046
5.57125 0.122046
5.5725 0.122046
5.57375 0.122046
5.575 0.122046
5.57625 0.122047
5.5775 0.122047
5.57875 0.122047
5.58 0.122047
5.58125 0.122047
5.5825 0.122047
5.58375 0.122047
5.585 0.122047
5.58625 0.122047
5.5875 0.122048
5.58875 0.122048
5.59 0.122048
5.59125 0.122048
5.5925 0.122048
5.59375 0.122048
5.595 0.122048
5.59625 0.122048
5.5975 0.122048
5.59875 0.122049
5.6 0.122049
5.60125 0.122049
5.6025 0.122049
5.60375 0.122049
5.605 0.122049
5.60625 0.122049
5.6075 0.122049
5.60875 0.122049
5.61 0.12205
5.61125 0.12205
5.6125 0.12205
5.61375 0.12205
5.615 0.12205
5.61625 0.12205
5.6175 0.12205
5.61875 0.12205
5.62 0.12205
5.62125 0.122051
5.6225 0.122051
5.62375 0.122051
5.625 0.122051
5.62625 0.122051
5.6275 0.122051
5.62875 0.122051
5.63 0.122051
5.63125 0.122051
5.6325 0.122052
5.63375 0.122052
5.635 0.122052
5.63625 0.122052
5.6375 0.122052
5.63875 0.122052
5.64 0.122052
5.64125 0.122052
5.6425 0.122052
5.64375 0.122053
5.645 0.122053
5.64625 0.122053
5.6475 0.122053
5.64875 0.122053
5.65 0.122053
5.65125 0.122053
5.6525 0.122053
5.65375 0.122053
5.655 0.122053
5.65625 0.122054
5.6575 0.122054
5.65875 0.122054
5.66 0.122054
5.66125 0.122054
5.6625 0.122054
5.66375 0.122054
5.665 0.122054
5.66625 0.122054
5.6675 0.122054
5.66875 0.122055
5.67 0.122055
5.67125 0.122055
5.6725 0.122055
5.67375 0.122055
5.675 0.122055
5.67625 0.122055
5.6775 0.122055
5.67875 0.122055
5.68 0.122056
5.68125 0.122056
5.6825 0.122056
5.68375 0.122056
5.685 0.122056
5.68625 0.122056
5.6875 0.122056
5.68875 0.122056
5.69 0.122056
5.69125 0.122056
5.6925 0.122057
5.69375 0.122057
5.695 0.122057
5.69625 0.122057
5.6975 0.122057
5.69875 0.122057
5.7 0.122057
5.70125 0.122057
5.7025 0.122057
5.70375 0.122058
5.705 0.122058
5.70625 0.122058
5.7075 0.122058
5.70875 0.122058
5.71 0.122058
5.71125 0.122058
5.7125 0.122058
5.71375 0.122058
5.715 0.122058
5.71625 0.122059
5.7175 0.122059
5.71875 0.122059
5.72 0.122059
5.72125 0.122059
5.7225 0.122059
5.72375 0.122059
5.725 0.122059
5.72625 0.122059
5.7275 0.122059
5.72875 0.12206
5.73 0.12206
5.73125 0.12206
5.7325 0.12206
5.73375 0.12206
5.735 0.12206
5.73625 0.12206
5.7375 0.12206
5.73875 0.12206
5.74 0.12206
5.74125 0.122061
5.7425 0.122061
5.74375 0.122061
5.745 0.122061
5.74625 0.122061
5.7475 0.122061
5.74875 0.122061
5.75 0.122061
5.75125 0.122061
5.7525 0.122061
5.75375 0.122062
5.755 0.122062
5.75625 0.122062
5.7575 0.122062
5.75875 0.122062
5.76 0.122062
5.76125 0.122062
5.7625 0.122062
5.76375 0.122062
5.765 0.122062
5.76625 0.122062
5.7675 0.122063
5.76875 0.122063
5.77 0.122063
5.77125 0.122063
5.7725 0.122063
5.77375 0.122063
5.775 0.122063
5.77625 0.122063
5.7775 0.122063
5.77875 0.122063
5.78 0.122064
5.78125 0.122064
5.7825 0.122064
5.78375 0.122064
5.785 0.122064
5.78625 0.122064
5.7875 0.122064
5.78875 0.122064
5.79 0.122064
5.79125 0.122064
5.7925 0.122064
5.79375 0.122065
5.795 0.122065
5.79625 0.122065
5.7975 0.122065
5.79875 0.122065
5.8 0.122065
5.80125 0.122065
5.8025 0.122065
5.80375 0.122065
5.805 0.122065
5.80625 0.122065
5.8075 0.122066
5.80875 0.122066
5.81 0.122066
5.81125 0.122066
5.8125 0.122066
5.81375 0.122066
5.815 0.122066
5.81625 0.122066
5.8175 0.122066
5.81875 0.122066
5.82 0.122066
5.82125 0.122067
5.8225 0.122067
5.82375 0.122067
5.825 0.122067
5.82625 0.122067
5.8275 0.122067
5.82875 0.122067
5.83 0.122067
5.83125 0.122067
5.8325 0.122067
5.83375 0.122067
5.835 0.122068
5.83625 0.122068
5.8375 0.122068
5.83875 0.122068
5.84 0.122068
5.84125 0.122068
5.8425 0.122068
5.84375 0.122068
5.845 0.122068
5.84625 0.122068
5.8475 0.122068
5.84875 0.122069
5.85 0.122069
5.85125 0.122069
5.8525 0.122069
5.85375 0.122069
5.855 0.122069
5.85625 0.122069
5.8575 0.122069
5.85875 0.122069
5.86 0.122069
5.86125 0.122069
5.8625 0.12207
5.86375 0.12207
5.865 0.12207
5.86625 0.12207
5.8675 0.12207
5.86875 0.12207
5.87 0.12207
5.87125 0.12207
5.8725 0.12207
5.87375 0.12207
5.875 0.12207
5.87625 0.12207
5.8775 0.122071
5.87875 0.122071
5.88 0.122071
5.88125 0.122071
5.8825 0.122071
5.88375 0.122071
5.885 0.122071
5.88625 0.122071
5.8875 0.122071
5.88875 0.122071
5.89 0.122071
5.89125 0.122072
5.8925 0.122072
5.89375 0.122072
5.895 0.122072
5.89625 0.122072
5.8975 0.122072
5.89875 0.122072
5.9 0.122072
5.90125 0.122072
5.9025 0.122072
5.90375 0.122072
5.905 0.122072
5.90625 0.122073
5.9075 0.122073
5.90875 0.122073
5.91 0.122073
5.91125 0.122073
5.9125 0.122073
5.91375 0.122073
5.915 0.122073
5.91625 0.122073
5.9175 0.122073
5.91875 0.122073
5.92 0.122074
5.92125 0.122074
5.9225 0.122074
5.92375 0.122074
5.925 0.122074
5.92625 0.122074
5.9275 0.122074
5.92875 0.122074
5.93 0.122074
5.93125 0.122074
5.9325 0.122074
5.93375 0.122074
5.935 0.122074
5.93625 0.122075
5.9375 0.122075
5.93875 0.122075
5.94 0.122075
5.94125 0.122075
5.9425 0.122075
5.94375 0.122075
5.945 0.122075
5.94625 0.122075
5.9475 0.122075
5.94875 0.122075
5.95 0.122075
5.95125 0.122076
5.9525 0.122076
5.95375 0.122076
5.955 0.122076
5.95625 0.122076
5.9575 0.122076
5.95875 0.122076
5.96 0.122076
5.96125 0.122076
5.9625 0.122076
5.96375 0.122076
5.965 0.122076
5.96625 0.122076
5.9675 0.122077
5.96875 0.122077
5.97 0.122077
5.97125 0.122077
5.9725 0.122077
5.97375 0.122077
5.975 0.122077
5.97625 0.122077
5.9775 0.122077
5.97875 0.122077
5.98 0.122077
5.98125 0.122077
5.9825 0.122078
5.98375 0.122078
5.985 0.122078
5.98625 0.122078
5.9875 0.122078
5.98875 0.122078
5.99 0.122078
5.99125 0.122078
5.9925 0.122078
5.99375 0.122078
5.995 0.122078
5.99625 0.122078
5.9975 0.122079
5.99875 0.122079
6 0.122079
6.00125 0.122079
6.0025 0.122079
6.00375 0.122079
6.005 0.122079
6.00625 0.122079
6.0075 0.122079
6.00875 0.122079
6.01 0.122079
6.01125 0.122079
6.0125 0.122079
6.01375 0.122079
6.015 0.12208
6.01625 0.12208
6.0175 0.12208
6.01875 0.12208
6.02 0.12208
6.02125 0.12208
6.0225 0.12208
6.02375 0.12208
6.025 0.12208
6.02625 0.12208
6.0275 0.12208
6.02875 0.12208
6.03 0.12208
6.03125 0.122081
6.0325 0.122081
6.03375 0.122081
6.035 0.122081
6.03625 0.122081
6.0375 0.122081
6.03875 0.122081
6.04 0.122081
6.04125 0.122081
6.0425 0.122081
6.04375 0.122081
6.045 0.122081
6.04625 0.122081
6.0475 0.122081
6.04875 0.122082
6.05 0.122082
6.05125 0.122082
6.0525 0.122082
6.05375 0.122082
6.055 0.122082
6.05625 0.122082
6.0575 0.122082
6.05875 0.122082
6.06 0.122082
6.06125 0.122082
6.0625 0.122082
6.06375 0.122082
6.065 0.122083
6.06625 0.122083
6.0675 0.122083
6.06875 0.122083
6.07 0.122083
6.07125 0.122083
6.0725 0.122083
6.07375 0.122083
6.075 0.122083
6.07625 0.122083
6.0775 0.122083
6.07875 0.122083
6.08 0.122083
6.08125 0.122083
6.0825 0.122084
6.08375 0.122084
6.085 0.122084
6.08625 0.122084
6.0875 0.122084
6.08875 0.122084
6.09 0.122084
6.09125 0.122084
6.0925 0.122084
6.09375 0.122084
6.095 0.122084
6.09625 0.122084
6.0975 0.122084
6.09875 0.122084
6.1 0.122084
6.10125 0.122085
6.1025 0.122085
6.10375 0.122085
6.105 0.122085
6.10625 0.122085
6.1075 0.122085
6.10875 0.122085
6.11 0.122085
6.11125 0.122085
6.1125 0.122085
6.11375 0.122085
6.115 0.122085
6.11625 0.122085
6.1175 0.122085
6.11875 0.122085
6.12 0.122086
6.12125 0.122086
6.1225 0.122086
6.12375 0.122086
6.125 0.122086
6.12625 0.122086
6.1275 0.122086
6.12875 0.122086
6.13 0.122086
6.13125 0.122086
6.1325 0.122086
6.13375 0.122086
6.135 0.122086
6.13625 0.122086
6.1375 0.122087
6.13875 0.122087
6.14 0.122087
6.14125 0.122087
6.1425 0.122087
6.14375 0.122087
6.145 0.122087
6.14625 0.122087
6.1475 0.122087
6.14875 0.122087
6.15 0.122087
6.15125 0.122087
6.1525 0.122087
6.15375 0.122087
6.155 0.122087
6.15625 0.122088
6.1575 0.122088
6.15875 0.122088
6.16 0.122088
6.16125 0.122088
6.1625 0.122088
6.16375 0.122088
6.165 0.122088
6.16625 0.122088
6.1675 0.122088
6.16875 0.122088
6.17 0.122088
6.17125 0.122088
6.1725 0.122088
6.17375 0.122089
6.175 0.122089
6.17625 0.122089
6.1775 0.122089
6.17875 0.122089
6.18 0.122089
6.18125 0.122089
6.1825 0.122089
6.18375 0.122089
6.185 0.122089
6.18625 0.122089
6.1875 0.122089
6.18875 0.122089
6.19 0.122089
6.19125 0.122089
6.1925 0.122089
6.19375 0.122089
6.195 0.12209
6.19625 0.12209
6.1975 0.12209
6.19875 0.12209
6.2 0.12209
6.20125 0.12209
6.2025 0.12209
6.20375 0.12209
6.205 0.12209
6.20625 0.12209
6.2075 0.12209
6.20875 0.12209
6.21 0.12209
6.21125 0.12209
6.2125 0.12209
6.21375 0.12209
6.215 0.122091
6.21625 0.122091
6.2175 0.122091
6.21875 0.122091
6.22 0.122091
6.22125 0.122091
6.2225 0.122091
6.22375 0.122091
6.225 0.122091
6.22625 0.122091
6.2275 0.122091
6.22875 0.122091
6.23 0.122091
6.23125 0.122091
6.2325 0.122091
6.23375 0.122091
6.235 0.122092
6.23625 0.122092
6.2375 0.122092
6.23875 0.122092
6.24 0.122092
6.24125 0.122092
6.2425 0.122092
6.24375 0.122092
6.245 0.122092
6.24625 0.122092
6.2475 0.122092
6.24875 0.122092
6.25 0.122092
6.25125 0.122092
6.2525 0.122092
6.25375 0.122092
6.255 0.122092
6.25625 0.122092
6.2575 0.122093
6.25875 0.122093
6.26 0.122093
6.26125 0.122093
6.2625 0.122093
6.26375 0.122093
6.265 0.122093
6.26625 0.122093
6.2675 0.122093
6.26875 0.122093
6.27 0.122093
6.27125 0.122093
6.2725 0.122093
6.27375 0.122093
6.275 0.122093
6.27625 0.122093
6.2775 0.122093
6.27875 0.122093
6.28 0.122094
6.28125 0.122094
6.2825 0.122094
6.28375 0.122094
6.285 0.122094
6.28625 0.122094
6.2875 0.122094
6.28875 0.122094
6.29 0.122094
6.29125 0.122094
6.2925 0.122094
6.29375 0.122094
6.295 0.122094
6.29625 0.122094
6.2975 0.122094
6.29875 0.122094
6.3 0.122094
6.30125 0.122094
6.3025 0.122095
6.30375 0.122095
6.305 0.122095
6.30625 0.122095
6.3075 0.122095
6.30875 0.122095
6.31 0.122095
6.31125 0.122095
6.3125 0.122095
6.31375 0.122095
6.315 0.122095
6.31625 0.122095
6.3175 0.122095
6.31875 0.122095
6.32 0.122095
6.32125 0.122095
6.3225 0.122095
6.32375 0.122095
6.325 0.122095
6.32625 0.122096
6.3275 0.122096
6.32875 0.122096
6.33 0.122096
6.33125 0.122096
6.3325 0.122096
6.33375 0.122096
6.335 0.122096
6.33625 0.122096
6.3375 0.122096
6.33875 0.122096
6.34 0.122096
6.34125 0.122096
6.3425 0.122096
6.34375 0.122096
6.345 0.122096
6.34625 0.122096
6.3475 0.122096
6.34875 0.122097
6.35 0.122097
6.35125 0.122097
6.3525 0.122097
6.35375 0.122097
6.355 0.122097
6.35625 0.122097
6.3575 0.122097
6.35875 0.122097
6.36 0.122097
6.36125 0.122097
6.3625 0.122097
6.36375 0.122097
6.365 0.122097
6.36625 0.122097
6.3675 0.122097
6.36875 0.122097
6.37 0.122097
6.37125 0.122097
6.3725 0.122098
6.37375 0.122098
6.375 0.122098
6.37625 0.122098
6.3775 0.122098
6.37875 0.122098
6.38 0.122098
6.38125 0.122098
6.3825 0.122098
6.38375 0.122098
6.385 0.122098
6.38625 0.122098
6.3875 0.122098
6.38875 0.122098
6.39 0.122098
6.39125 0.122098
6.3925 0.122098
6.39375 0.122098
6.395 0.122098
6.39625 0.122098
6.3975 0.122098
6.39875 0.122099
6.4 0.122099
6.40125 0.122099
6.4025 0.122099
6.40375 0.122099
6.405 0.122099
6.40625 0.122099
6.4075 0.122099
6.40875 0.122099
6.41 0.122099
6.41125 0.122099
6.4125 0.122099
6.41375 0.122099
6.415 0.122099
6.41625 0.122099
6.4175 0.122099
6.41875 0.122099
6.42 0.122099
6.42125 0.122099
6.4225 0.122099
6.42375 0.1221
6.425 0.1221
6.42625 0.1221
6.4275 0.1221
6.42875 0.1221
6.43 0.1221
6.43125 0.1221
6.4325 0.1221
6.43375 0.1221
6.435 0.1221
6.43625 0.1221
6.4375 0.1221
6.43875 0.1221
6.44 0.1221
6.44125 0.1221
6.4425 0.1221
6.44375 0.1221
6.445 0.1221
6.44625 0.1221
6.4475 0.1221
6.44875 0.1221
6.45 0.1221
6.45125 0.122101
6.4525 0.122101
6.45375 0.122101
6.455 0.122101
6.45625 0.122101
6.4575 0.122101
6.45875 0.122101
6.46 0.122101
6.46125 0.122101
6.4625 0.122101
6.46375 0.122101
6.465 0.122101
6.46625 0.122101
6.4675 0.122101
6.46875 0.122101
6.47 0.122101
6.47125 0.122101
6.4725 0.122101
6.47375 0.122101
6.475 0.122101
6.47625 0.122101
6.4775 0.122101
6.47875 0.122102
6.48 0.122102
6.48125 0.122102
6.4825 0.122102
6.48375 0.122102
6.485 0.122102
6.48625 0.122102
6.4875 0.122102
6.48875 0.122102
6.49 0.122102
6.49125 0.122102
6.4925 0.122102
6.49375 0.122102
6.495 0.122102
6.49625 0.122102
6.4975 0.122102
6.49875 0.122102
6.5 0.122102
6.50125 0.122102
6.5025 0.122102
6.50375 0.122102
6.505 0.122102
6.50625 0.122103
6.5075 0.122103
6.50875 0.122103
6.51 0.122103
6.51125 0.122103
6.5125 0.122103
6.51375 0.122103
6.515 0.122103
6.51625 0.122103
6.5175 0.122103
6.51875 0.122103
6.52 0.122103
6.52125 0.122103
6.5225 0.122103
6.52375 0.122103
6.525 0.122103
6.52625 0.122103
6.5275 0.122103
6.52875 0.122103
6.53 0.122103
6.53125 0.122103
6.5325 0.122103
6.53375 0.122103
6.535 0.122103
6.53625 0.122104
6.5375 0.122104
6.53875 0.122104
6.54 0.122104
6.54125 0.122104
6.5425 0.122104
6.54375 0.122104
6.545 0.122104
6.54625 0.122104
6.5475 0.122104
6.54875 0.122104
6.55 0.122104
6.55125 0.122104
6.5525 0.122104
6.55375 0.122104
6.555 0.122104
6.55625 0.122104
6.5575 0.122104
6.55875 0.122104
6.56 0.122104
6.56125 0.122104
6.5625 0.122104
6.56375 0.122105
6.565 0.122105
6.56625 0.122105
6.5675 0.122105
6.56875 0.122105
6.57 0.122105
6.57125 0.122105
6.5725 0.122105
6.57375 0.122105
6.575 0.122105
6.57625 0.122105
6.5775 0.122105
6.57875 0.122105
6.58 0.122105
6.58125 0.122105
6.5825 0.122105
6.58375 0.122105
6.585 0.122105
6.58625 0.122105
6.5875 0.122105
6.58875 0.122105
6.59 0.122105
6.59125 0.122105
6.5925 0.122105
6.59375 0.122105
6.595 0.122106
6.59625 0.122106
6.5975 0.122106
6.59875 0.122106
6.6 0.122106
6.60125 0.122106
6.6025 0.122106
6.60375 0.122106
6.605 0.122106
6.60625 0.122106
6.6075 0.122106
6.60875 0.122106
6.61 0.122106
6.61125 0.122106
6.6125 0.122106
6.61375 0.122106
6.615 0.122106
6.61625 0.122106
6.6175 0.122106
6.61875 0.122106
6.62 0.122106
6.62125 0.122106
6.6225 0.122106
6.62375 0.122106
6.625 0.122106
6.62625 0.122106
6.6275 0.122107
6.62875 0.122107
6.63 0.122107
6.63125 0.122107
6.6325 0.122107
6.63375 0.122107
6.635 0.122107
6.63625 0.122107
6.6375 0.122107
6.63875 0.122107
6.64 0.122107
6.64125 0.122107
6.6425 0.122107
6.64375 0.122107
6.645 0.122107
6.64625 0.122107
6.6475 0.122107
6.64875 0.122107
6.65 0.122107
6.65125 0.122107
6.6525 0.122107
6.65375 0.122107
6.655 0.122107
6.65625 0.122107
6.6575 0.122107
6.65875 0.122108
6.66 0.122108
6.66125 0.122108
6.6625 0.122108
6.66375 0.122108
6.665 0.122108
6.66625 0.122108
6.6675 0.122108
6.66875 0.122108
6.67 0.122108
6.67125 0.122108
6.6725 0.122108
6.67375 0.122108
6.675 0.122108
6.67625 0.122108
6.6775 0.122108
6.67875 0.122108
6.68 0.122108
6.68125 0.122108
6.6825 0.122108
6.68375 0.122108
6.685 0.122108
6.68625 0.122108
6.6875 0.122108
6.68875 0.122108
6.69 0.122108
6.69125 0.122108
6.6925 0.122108
6.69375 0.122109
6.695 0.122109
6.69625 0.122109
6.6975 0.122109
6.69875 0.122109
6.7 0.122109
6.70125 0.122109
6.7025 0.122109
6.70375 0.122109
6.705 0.122109
6.70625 0.122109
6.7075 0.122109
6.70875 0.122109
6.71 0.122109
6.71125 0.122109
6.7125 0.122109
6.71375 0.122109
6.715 0.122109
6.71625 0.122109
6.7175 0.122109
6.71875 0.122109
6.72 0.122109
6.72125 0.122109
6.7225 0.122109
6.72375 0.122109
6.725 0.122109
6.72625 0.122109
6.7275 0.122109
6.72875 0.12211
6.73 0.12211
6.73125 0.12211
6.7325 0.12211
6.73375 0.12211
6.735 0.12211
6.73625 0.12211
6.7375 0.12211
6.73875 0.12211
6.74 0.12211
6.74125 0.12211
6.7425 0.12211
6.74375 0.12211
6.745 0.12211
6.74625 0.12211
6.7475 0.12211
6.74875 0.12211
6.75 0.12211
6.75125 0.12211
6.7525 0.12211
6.75375 0.12211
6.755 0.12211
6.75625 0.12211
6.7575 0.12211
6.75875 0.12211
6.76 0.12211
6.76125 0.12211
6.7625 0.12211
6.76375 0.12211
6.765 0.12211
6.76625 0.12211
6.7675 0.122111
6.76875 0.122111
6.77 0.122111
6.77125 0.122111
6.7725 0.122111
6.77375 0.122111
6.775 0.122111
6.77625 0.122111
6.7775 0.122111
6.77875 0.122111
6.78 0.122111
6.78125 0.122111
6.7825 0.122111
6.78375 0.122111
6.785 0.122111
6.78625 0.122111
6.7875 0.122111
6.78875 0.122111
6.79 0.122111
6.79125 0.122111
6.7925 0.122111
6.79375 0.122111
6.795 0.122111
6.79625 0.122111
6.7975 0.122111
6.79875 0.122111
6.8 0.122111
6.80125 0.122111
6.8025 0.122111
6.80375 0.122111
6.805 0.122112
6.80625 0.122112
6.8075 0.122112
6.80875 0.122112
6.81 0.122112
6.81125 0.122112
6.8125 0.122112
6.81375 0.122112
6.815 0.122112
6.81625 0.122112
6.8175 0.122112
6.81875 0.122112
6.82 0.122112
6.82125 0.122112
6.8225 0.122112
6.82375 0.122112
6.825 0.122112
6.82625 0.122112
6.8275 0.122112
6.82875 0.122112
6.83 0.122112
6.83125 0.122112
6.8325 0.122112
6.83375 0.122112
6.835 0.122112
6.83625 0.122112
6.8375 0.122112
6.83875 0.122112
6.84 0.122112
6.84125 0.122112
6.8425 0.122112
6.84375 0.122112
6.845 0.122112
6.84625 0.122113
6.8475 0.122113
6.84875 0.122113
6.85 0.122113
6.85125 0.122113
6.8525 0.122113
6.85375 0.122113
6.855 0.122113
6.85625 0.122113
6.8575 0.122113
6.85875 0.122113
6.86 0.122113
6.86125 0.122113
6.8625 0.122113
6.86375 0.122113
6.865 0.122113
6.86625 0.122113
6.8675 0.122113
6.86875 0.122113
6.87 0.122113
6.87125 0.122113
6.8725 0.122113
6.87375 0.122113
6.875 0.122113
6.87625 0.122113
6.8775 0.122113
6.87875 0.122113
6.88 0.122113
6.88125 0.122113
6.8825 0.122113
6.88375 0.122113
6.885 0.122113
6.88625 0.122113
6.8875 0.122113
6.88875 0.122114
6.89 0.122114
6.89125 0.122114
6.8925 0.122114
6.89375 0.122114
6.895 0.122114
6.89625 0.122114
6.8975 0.122114
6.89875 0.122114
6.9 0.122114
6.90125 0.122114
6.9025 0.122114
6.90375 0.122114
6.905 0.122114
6.90625 0.122114
6.9075 0.122114
6.90875 0.122114
6.91 0.122114
6.91125 0.122114
6.9125 0.122114
6.91375 0.122114
6.915 0.122114
6.91625 0.122114
6.9175 0.122114
6.91875 0.122114
6.92 0.122114
6.92125 0.122114
6.9225 0.122114
6.92375 0.122114
6.925 0.122114
6.92625 0.122114
6.9275 0.122114
6.92875 0.122114
6.93 0.122114
6.93125 0.122114
6.9325 0.122114
6.93375 0.122115
6.935 0.122115
6.93625 0.122115
6.9375 0.122115
6.93875 0.122115
6.94 0.122115
6.94125 0.122115
6.9425 0.122115
6.94375 0.122115
6.945 0.122115
6.94625 0.122115
6.9475 0.122115
6.94875 0.122115
6.95 0.122115
6.95125 0.122115
6.9525 0.122115
6.95375 0.122115
6.955 0.122115
6.95625 0.122115
6.9575 0.122115
6.95875 0.122115
6.96 0.122115
6.96125 0.122115
6.9625 0.122115
6.96375 0.122115
6.965 0.122115
6.96625 0.122115
6.9675 0.122115
6.96875 0.122115
6.97 0.122115
6.97125 0.122115
6.9725 0.122115
6.97375 0.122115
6.975 0.122115
6.97625 0.122115
6.9775 0.122115
6.97875 0.122115
6.98 0.122116
6.98125 0.122116
6.9825 0.122116
6.98375 0.122116
6.985 0.122116
6.98625 0.122116
6.9875 0.122116
6.98875 0.122116
6.99 0.122116
6.99125 0.122116
6.9925 0.122116
6.99375 0.122116
6.995 0.122116
6.99625 0.122116
6.9975 0.122116
6.99875 0.122116
7 0.122116
7.00125 0.122116
7.0025 0.122116
7.00375 0.122116
7.005 0.122116
7.00625 0.122116
7.0075 0.122116
7.00875 0.122116
7.01 0.122116
7.01125 0.122116
7.0125 0.122116
7.01375 0.122116
7.015 0.122116
7.01625 0.122116
7.0175 0.122116
7.01875 0.122116
7.02 0.122116
7.02125 0.122116
7.0225 0.122116
7.02375 0.122116
7.025 0.122116
7.02625 0.122116
7.0275 0.122116
7.02875 0.122116
7.03 0.122117
7.03125 0.122117
7.0325 0.122117
7.03375 0.122117
7.035 0.122117
